prod_notif_no,ingredient_id
NOT190600684K,31
NOT190600684K,32
NOT210203657K,22
NOT210203657K,23
NOT210203657K,26
NOT170807697K,22
NOT170807697K,23
NOT170807697K,26
NOT210503738K,22
NOT210503738K,23
NOT210503738K,26
NOT231107855K,22
NOT231107855K,23
NOT231107855K,26
NOT210202947K,28
NOT210202947K,45
NOT210202947K,29
NOT210202947K,30
NOT210202947K,31
NOT210202947K,32
NOT230900331K,22
NOT230900331K,23
NOT230900331K,26
NOT230702551K,22
NOT230702551K,23
NOT230702551K,26
NOT230306729K,22
NOT230306729K,23
NOT230306729K,24
NOT230306729K,61
NOT230306729K,62
NOT230306729K,63
NOT230306729K,64
NOT230306729K,26
NOT230306729K,27
NOT190905934K,22
NOT190905934K,38
NOT190905934K,39
NOT190905934K,23
NOT190905934K,40
NOT190905934K,26
NOT130404175K,46
NOT130404175K,47
NOT130404175K,48
NOT130404175K,49
NOT130404175K,50
NOT130404175K,51
NOT130404175K,52
NOT210900026K,41
NOT210900026K,53
NOT210900026K,54
NOT210900026K,55
NOT210900026K,56
NOT210900026K,57
NOT231102665K,22
NOT231102665K,23
NOT231102665K,24
NOT231102665K,61
NOT231102665K,62
NOT231102665K,63
NOT231102665K,64
NOT231102665K,26
NOT231102665K,27
NOT230100426K,22
NOT230100426K,23
NOT230100426K,41
NOT230100426K,69
NOT230100426K,26
NOT230100426K,27
NOT230502087K,22
NOT230502087K,23
NOT230502087K,26
NOT231103822K,22
NOT231103822K,23
NOT231103822K,26
NOT210602819K,22
NOT210602819K,23
NOT210602819K,26
NOT231103811K,22
NOT231103811K,23
NOT231103811K,24
NOT231103811K,61
NOT231103811K,62
NOT231103811K,63
NOT231103811K,64
NOT231103811K,26
NOT231103811K,27
NOT231103159K,22
NOT231103159K,41
NOT231103159K,42
NOT231103159K,43
NOT231103159K,44
NOT231103159K,27
NOT211101079K,22
NOT211101079K,23
NOT211101079K,33
NOT211101079K,24
NOT211101079K,34
NOT211101079K,66
NOT211101079K,26
NOT230101134K,22
NOT230101134K,23
NOT230101134K,26
NOT230800400K,22
NOT230800400K,23
NOT230800400K,24
NOT230800400K,61
NOT230800400K,62
NOT230800400K,63
NOT230800400K,64
NOT230800400K,26
NOT230800400K,27
NOT210504748K,22
NOT210504748K,23
NOT210504748K,26
NOT210101007K,22
NOT210101007K,23
NOT210101007K,26
NOT211203932K,46
NOT211203932K,47
NOT211203932K,48
NOT211203932K,49
NOT211203932K,50
NOT211203932K,51
NOT211203932K,52
NOT210304098K,22
NOT210304098K,35
NOT210304098K,36
NOT210304098K,23
NOT210304098K,37
NOT210304098K,26
NOT210304098K,27
NOT230905370K,22
NOT230905370K,23
NOT230905370K,26
NOT171103688K,22
NOT171103688K,33
NOT171103688K,52
NOT171103688K,65
NOT171103688K,24
NOT171103688K,23
NOT171103688K,26
NOT230304021K,22
NOT230304021K,23
NOT230304021K,26
NOT231002324K,22
NOT231002324K,23
NOT231002324K,24
NOT231002324K,61
NOT231002324K,62
NOT231002324K,63
NOT231002324K,64
NOT231002324K,26
NOT231002324K,27
NOT230104895K,22
NOT230104895K,35
NOT230104895K,36
NOT230104895K,23
NOT230104895K,37
NOT230104895K,26
NOT230104895K,27
NOT230806696K,22
NOT230806696K,33
NOT230806696K,52
NOT230806696K,65
NOT230806696K,24
NOT230806696K,23
NOT230806696K,26
NOT210202183K,22
NOT210202183K,41
NOT210202183K,42
NOT210202183K,43
NOT210202183K,44
NOT210202183K,27
NOT230401580K,22
NOT230401580K,23
NOT230401580K,26
NOT190800412K,41
NOT190800412K,53
NOT190800412K,54
NOT190800412K,55
NOT190800412K,56
NOT190800412K,57
NOT230200584K,22
NOT230200584K,23
NOT230200584K,26
NOT210803824K,22
NOT210803824K,23
NOT210803824K,26
NOT170704201K,22
NOT170704201K,23
NOT170704201K,26
NOT210601444K,22
NOT210601444K,23
NOT210601444K,26
NOT230101435K,22
NOT230101435K,23
NOT230101435K,58
NOT230101435K,25
NOT230101435K,26
NOT230101435K,59
NOT230101435K,60
NOT230101435K,27
NOT231103266K,22
NOT231103266K,23
NOT231103266K,58
NOT231103266K,25
NOT231103266K,26
NOT231103266K,59
NOT231103266K,60
NOT231103266K,27
NOT190702527K,46
NOT190702527K,47
NOT190702527K,48
NOT190702527K,49
NOT190702527K,50
NOT190702527K,51
NOT190702527K,52
NOT230400912K,22
NOT230400912K,23
NOT230400912K,26
NOT231107089K,22
NOT231107089K,23
NOT231107089K,26
NOT230405016K,22
NOT230405016K,23
NOT230405016K,24
NOT230405016K,61
NOT230405016K,62
NOT230405016K,63
NOT230405016K,64
NOT230405016K,26
NOT230405016K,27
NOT230505770K,22
NOT230505770K,23
NOT230505770K,26
NOT230500025K,22
NOT230500025K,23
NOT230500025K,26
NOT210901169K,22
NOT210901169K,23
NOT210901169K,26
NOT230100797K,22
NOT230100797K,23
NOT230100797K,33
NOT230100797K,24
NOT230100797K,34
NOT230100797K,66
NOT230100797K,26
NOT231107346K,22
NOT231107346K,23
NOT231107346K,26
NOT191202295K,22
NOT191202295K,23
NOT191202295K,26
NOT230305235K,22
NOT230305235K,23
NOT230305235K,58
NOT230305235K,25
NOT230305235K,26
NOT230305235K,59
NOT230305235K,60
NOT230305235K,27
NOT190306063K,22
NOT190306063K,23
NOT190306063K,26
NOT230206063K,22
NOT230206063K,23
NOT230206063K,33
NOT230206063K,24
NOT230206063K,34
NOT230206063K,66
NOT230206063K,26
NOT230800555K,22
NOT230800555K,23
NOT230800555K,33
NOT230800555K,24
NOT230800555K,34
NOT230800555K,66
NOT230800555K,26
NOT210606323K,22
NOT210606323K,23
NOT210606323K,26
NOT231105312K,22
NOT231105312K,23
NOT231105312K,33
NOT231105312K,24
NOT231105312K,34
NOT231105312K,66
NOT231105312K,26
NOT230702090K,22
NOT230702090K,23
NOT230702090K,26
NOT190604296K,22
NOT190604296K,23
NOT190604296K,58
NOT190604296K,25
NOT190604296K,26
NOT190604296K,59
NOT190604296K,60
NOT190604296K,27
NOT171100505K,46
NOT171100505K,47
NOT171100505K,48
NOT171100505K,49
NOT171100505K,50
NOT171100505K,51
NOT171100505K,52
NOT231104370K,41
NOT231104370K,53
NOT231104370K,54
NOT231104370K,55
NOT231104370K,56
NOT231104370K,57
NOT191105569K,22
NOT191105569K,23
NOT191105569K,24
NOT191105569K,61
NOT191105569K,62
NOT191105569K,63
NOT191105569K,64
NOT191105569K,26
NOT191105569K,27
NOT230806177K,22
NOT230806177K,23
NOT230806177K,26
NOT230701258K,22
NOT230701258K,38
NOT230701258K,39
NOT230701258K,23
NOT230701258K,40
NOT230701258K,26
NOT170601144K,22
NOT170601144K,38
NOT170601144K,39
NOT170601144K,23
NOT170601144K,40
NOT170601144K,26
NOT230305960K,22
NOT230305960K,41
NOT230305960K,42
NOT230305960K,43
NOT230305960K,44
NOT230305960K,27
NOT210703353K,22
NOT210703353K,23
NOT210703353K,26
NOT230605472K,22
NOT230605472K,23
NOT230605472K,24
NOT230605472K,61
NOT230605472K,62
NOT230605472K,63
NOT230605472K,64
NOT230605472K,26
NOT230605472K,27
NOT230105671K,22
NOT230105671K,23
NOT230105671K,58
NOT230105671K,25
NOT230105671K,26
NOT230105671K,59
NOT230105671K,60
NOT230105671K,27
NOT190407967K,22
NOT190407967K,23
NOT190407967K,26
NOT231006260K,22
NOT231006260K,23
NOT231006260K,24
NOT231006260K,61
NOT231006260K,62
NOT231006260K,63
NOT231006260K,64
NOT231006260K,26
NOT231006260K,27
NOT211204112K,22
NOT211204112K,23
NOT211204112K,26
NOT150403178K,22
NOT150403178K,38
NOT150403178K,39
NOT150403178K,23
NOT150403178K,40
NOT150403178K,26
NOT230800210K,22
NOT230800210K,23
NOT230800210K,26
NOT210305421K,22
NOT210305421K,41
NOT210305421K,42
NOT210305421K,43
NOT210305421K,44
NOT210305421K,27
NOT230203640K,41
NOT230203640K,53
NOT230203640K,54
NOT230203640K,55
NOT230203640K,56
NOT230203640K,57
NOT230603026K,22
NOT230603026K,23
NOT230603026K,26
NOT230400997K,22
NOT230400997K,33
NOT230400997K,52
NOT230400997K,65
NOT230400997K,24
NOT230400997K,23
NOT230400997K,26
NOT230100445K,22
NOT230100445K,35
NOT230100445K,36
NOT230100445K,23
NOT230100445K,37
NOT230100445K,26
NOT230100445K,27
NOT191202331K,22
NOT191202331K,23
NOT191202331K,26
NOT210601530K,22
NOT210601530K,23
NOT210601530K,24
NOT210601530K,61
NOT210601530K,62
NOT210601530K,63
NOT210601530K,64
NOT210601530K,26
NOT210601530K,27
NOT230203269K,41
NOT230203269K,53
NOT230203269K,54
NOT230203269K,55
NOT230203269K,56
NOT230203269K,57
NOT230604089K,22
NOT230604089K,23
NOT230604089K,41
NOT230604089K,69
NOT230604089K,26
NOT230604089K,27
NOT230201367K,28
NOT230201367K,45
NOT230201367K,29
NOT230201367K,30
NOT230201367K,31
NOT230201367K,32
NOT230501964K,22
NOT230501964K,23
NOT230501964K,24
NOT230501964K,61
NOT230501964K,62
NOT230501964K,63
NOT230501964K,64
NOT230501964K,26
NOT230501964K,27
NOT230204698K,46
NOT230204698K,47
NOT230204698K,48
NOT230204698K,49
NOT230204698K,50
NOT230204698K,51
NOT230204698K,52
NOT170501227K,22
NOT170501227K,23
NOT170501227K,26
NOT211204292K,22
NOT211204292K,23
NOT211204292K,33
NOT211204292K,24
NOT211204292K,34
NOT211204292K,66
NOT211204292K,26
NOT210403239K,46
NOT210403239K,47
NOT210403239K,48
NOT210403239K,49
NOT210403239K,50
NOT210403239K,51
NOT210403239K,52
NOT230703330K,22
NOT230703330K,23
NOT230703330K,58
NOT230703330K,25
NOT230703330K,26
NOT230703330K,59
NOT230703330K,60
NOT230703330K,27
NOT230702058K,22
NOT230702058K,23
NOT230702058K,24
NOT230702058K,61
NOT230702058K,62
NOT230702058K,63
NOT230702058K,64
NOT230702058K,26
NOT230702058K,27
NOT231003721K,22
NOT231003721K,23
NOT231003721K,26
NOT230307304K,22
NOT230307304K,23
NOT230307304K,26
NOT210306834K,22
NOT210306834K,41
NOT210306834K,42
NOT210306834K,43
NOT210306834K,44
NOT210306834K,27
NOT231202023K,22
NOT231202023K,23
NOT231202023K,24
NOT231202023K,61
NOT231202023K,62
NOT231202023K,63
NOT231202023K,64
NOT231202023K,26
NOT231202023K,27
NOT170307731K,22
NOT170307731K,23
NOT170307731K,26
NOT230601312K,22
NOT230601312K,23
NOT230601312K,26
NOT171202540K,22
NOT171202540K,23
NOT171202540K,26
NOT230200487K,22
NOT230200487K,23
NOT230200487K,26
NOT230700567K,28
NOT230700567K,45
NOT230700567K,29
NOT230700567K,30
NOT230700567K,31
NOT230700567K,32
NOT211202088K,22
NOT211202088K,23
NOT211202088K,26
NOT130202258K,22
NOT130202258K,23
NOT130202258K,41
NOT130202258K,69
NOT130202258K,26
NOT130202258K,27
NOT231105532K,28
NOT231105532K,45
NOT231105532K,29
NOT231105532K,30
NOT231105532K,31
NOT231105532K,32
NOT231204518K,22
NOT231204518K,41
NOT231204518K,42
NOT231204518K,43
NOT231204518K,44
NOT231204518K,27
NOT230402781K,28
NOT230402781K,45
NOT230402781K,29
NOT230402781K,30
NOT230402781K,31
NOT230402781K,32
NOT230100183K,22
NOT230100183K,23
NOT230100183K,33
NOT230100183K,24
NOT230100183K,34
NOT230100183K,66
NOT230100183K,26
NOT230604832K,22
NOT230604832K,23
NOT230604832K,24
NOT230604832K,61
NOT230604832K,62
NOT230604832K,63
NOT230604832K,64
NOT230604832K,26
NOT230604832K,27
NOT231004140K,22
NOT231004140K,23
NOT231004140K,26
NOT230500617K,22
NOT230500617K,23
NOT230500617K,26
NOT230201698K,22
NOT230201698K,23
NOT230201698K,26
NOT190204622K,22
NOT190204622K,23
NOT190204622K,26
NOT210604247K,22
NOT210604247K,23
NOT210604247K,26
NOT210406218K,22
NOT210406218K,23
NOT210406218K,26
NOT230804727K,22
NOT230804727K,23
NOT230804727K,26
NOT231204953K,22
NOT231204953K,23
NOT231204953K,26
NOT210103133K,22
NOT210103133K,23
NOT210103133K,26
NOT210803926K,41
NOT210803926K,53
NOT210803926K,54
NOT210803926K,55
NOT210803926K,56
NOT210803926K,57
NOT230405777K,22
NOT230405777K,23
NOT230405777K,24
NOT230405777K,61
NOT230405777K,62
NOT230405777K,63
NOT230405777K,64
NOT230405777K,26
NOT230405777K,27
NOT230901153K,22
NOT230901153K,23
NOT230901153K,26
NOT171105473K,22
NOT171105473K,33
NOT171105473K,52
NOT171105473K,65
NOT171105473K,24
NOT171105473K,23
NOT171105473K,26
NOT190308039K,22
NOT190308039K,23
NOT190308039K,26
NOT230803666K,46
NOT230803666K,47
NOT230803666K,48
NOT230803666K,49
NOT230803666K,50
NOT230803666K,51
NOT230803666K,52
NOT150101487K,22
NOT150101487K,23
NOT150101487K,24
NOT150101487K,61
NOT150101487K,62
NOT150101487K,63
NOT150101487K,64
NOT150101487K,26
NOT150101487K,27
NOT230101146K,22
NOT230101146K,23
NOT230101146K,26
NOT210101125K,22
NOT210101125K,23
NOT210101125K,24
NOT210101125K,61
NOT210101125K,62
NOT210101125K,63
NOT210101125K,64
NOT210101125K,26
NOT210101125K,27
NOT230102511K,28
NOT230102511K,45
NOT230102511K,29
NOT230102511K,30
NOT230102511K,31
NOT230102511K,32
NOT230201768K,41
NOT230201768K,53
NOT230201768K,54
NOT230201768K,55
NOT230201768K,56
NOT230201768K,57
NOT230903369K,22
NOT230903369K,23
NOT230903369K,26
NOT230600826K,28
NOT230600826K,45
NOT230600826K,29
NOT230600826K,30
NOT230600826K,31
NOT230600826K,32
NOT210405243K,22
NOT210405243K,33
NOT210405243K,52
NOT210405243K,65
NOT210405243K,24
NOT210405243K,23
NOT210405243K,26
NOT230400411K,22
NOT230400411K,23
NOT230400411K,26
NOT211104736K,41
NOT211104736K,53
NOT211104736K,54
NOT211104736K,55
NOT211104736K,56
NOT211104736K,57
NOT230702415K,22
NOT230702415K,23
NOT230702415K,26
NOT230700394K,22
NOT230700394K,23
NOT230700394K,26
NOT210606909K,46
NOT210606909K,47
NOT210606909K,48
NOT210606909K,49
NOT210606909K,50
NOT210606909K,51
NOT210606909K,52
NOT190304637K,22
NOT190304637K,38
NOT190304637K,39
NOT190304637K,23
NOT190304637K,40
NOT190304637K,26
NOT230704190K,22
NOT230704190K,23
NOT230704190K,26
NOT231201757K,22
NOT231201757K,38
NOT231201757K,39
NOT231201757K,23
NOT231201757K,40
NOT231201757K,26
NOT230600560K,22
NOT230600560K,23
NOT230600560K,26
NOT230902935K,46
NOT230902935K,47
NOT230902935K,48
NOT230902935K,49
NOT230902935K,50
NOT230902935K,51
NOT230902935K,52
NOT230604999K,22
NOT230604999K,23
NOT230604999K,26
NOT230404763K,22
NOT230404763K,23
NOT230404763K,58
NOT230404763K,25
NOT230404763K,26
NOT230404763K,59
NOT230404763K,60
NOT230404763K,27
NOT230500524K,22
NOT230500524K,23
NOT230500524K,26
NOT230605505K,22
NOT230605505K,23
NOT230605505K,58
NOT230605505K,25
NOT230605505K,26
NOT230605505K,59
NOT230605505K,60
NOT230605505K,27
NOT230707086K,22
NOT230707086K,23
NOT230707086K,26
NOT210501892K,22
NOT210501892K,23
NOT210501892K,24
NOT210501892K,61
NOT210501892K,62
NOT210501892K,63
NOT210501892K,64
NOT210501892K,26
NOT210501892K,27
NOT231106485K,22
NOT231106485K,23
NOT231106485K,24
NOT231106485K,61
NOT231106485K,62
NOT231106485K,63
NOT231106485K,64
NOT231106485K,26
NOT231106485K,27
NOT230504680K,22
NOT230504680K,35
NOT230504680K,36
NOT230504680K,23
NOT230504680K,37
NOT230504680K,26
NOT230504680K,27
NOT190100792K,22
NOT190100792K,23
NOT190100792K,26
NOT231200411K,22
NOT231200411K,23
NOT231200411K,24
NOT231200411K,61
NOT231200411K,62
NOT231200411K,63
NOT231200411K,64
NOT231200411K,26
NOT231200411K,27
NOT230801343K,22
NOT230801343K,23
NOT230801343K,26
NOT211003163K,22
NOT211003163K,33
NOT211003163K,52
NOT211003163K,65
NOT211003163K,24
NOT211003163K,23
NOT211003163K,26
NOT211203532K,22
NOT211203532K,38
NOT211203532K,39
NOT211203532K,23
NOT211203532K,40
NOT211203532K,26
NOT210804207K,22
NOT210804207K,23
NOT210804207K,26
NOT190504898K,22
NOT190504898K,23
NOT190504898K,24
NOT190504898K,61
NOT190504898K,62
NOT190504898K,63
NOT190504898K,64
NOT190504898K,26
NOT190504898K,27
NOT230506674K,22
NOT230506674K,41
NOT230506674K,42
NOT230506674K,43
NOT230506674K,44
NOT230506674K,27
NOT230300573K,22
NOT230300573K,23
NOT230300573K,26
NOT210605270K,22
NOT210605270K,23
NOT210605270K,26
NOT211203533K,22
NOT211203533K,23
NOT211203533K,24
NOT211203533K,61
NOT211203533K,62
NOT211203533K,63
NOT211203533K,64
NOT211203533K,26
NOT211203533K,27
NOT230906146K,22
NOT230906146K,23
NOT230906146K,26
NOT231201233K,28
NOT231201233K,45
NOT231201233K,29
NOT231201233K,30
NOT231201233K,31
NOT231201233K,32
NOT150904863K,22
NOT150904863K,33
NOT150904863K,52
NOT150904863K,65
NOT150904863K,24
NOT150904863K,23
NOT150904863K,26
NOT230300233K,22
NOT230300233K,23
NOT230300233K,26
NOT230904265K,41
NOT230904265K,53
NOT230904265K,54
NOT230904265K,55
NOT230904265K,56
NOT230904265K,57
NOT210201193K,22
NOT210201193K,23
NOT210201193K,26
NOT210606801K,22
NOT210606801K,23
NOT210606801K,24
NOT210606801K,61
NOT210606801K,62
NOT210606801K,63
NOT210606801K,64
NOT210606801K,26
NOT210606801K,27
NOT230903472K,22
NOT230903472K,41
NOT230903472K,42
NOT230903472K,43
NOT230903472K,44
NOT230903472K,27
NOT230300900K,22
NOT230300900K,23
NOT230300900K,26
NOT230603667K,22
NOT230603667K,41
NOT230603667K,42
NOT230603667K,43
NOT230603667K,44
NOT230603667K,27
NOT230301535K,22
NOT230301535K,23
NOT230301535K,26
NOT230100597K,22
NOT230100597K,23
NOT230100597K,26
NOT230703880K,22
NOT230703880K,23
NOT230703880K,26
NOT210501141K,22
NOT210501141K,23
NOT210501141K,24
NOT210501141K,61
NOT210501141K,62
NOT210501141K,63
NOT210501141K,64
NOT210501141K,26
NOT210501141K,27
NOT230902798K,22
NOT230902798K,23
NOT230902798K,26
NOT230201739K,22
NOT230201739K,41
NOT230201739K,42
NOT230201739K,43
NOT230201739K,44
NOT230201739K,27
NOT211202596K,22
NOT211202596K,23
NOT211202596K,26
NOT230404380K,22
NOT230404380K,23
NOT230404380K,24
NOT230404380K,61
NOT230404380K,62
NOT230404380K,63
NOT230404380K,64
NOT230404380K,26
NOT230404380K,27
NOT230505222K,22
NOT230505222K,23
NOT230505222K,24
NOT230505222K,61
NOT230505222K,62
NOT230505222K,63
NOT230505222K,64
NOT230505222K,26
NOT230505222K,27
NOT230304670K,22
NOT230304670K,33
NOT230304670K,52
NOT230304670K,65
NOT230304670K,24
NOT230304670K,23
NOT230304670K,26
NOT230600927K,28
NOT230600927K,45
NOT230600927K,29
NOT230600927K,30
NOT230600927K,31
NOT230600927K,32
NOT210800904K,22
NOT210800904K,23
NOT210800904K,24
NOT210800904K,61
NOT210800904K,62
NOT210800904K,63
NOT210800904K,64
NOT210800904K,26
NOT210800904K,27
NOT230803639K,22
NOT230803639K,38
NOT230803639K,39
NOT230803639K,23
NOT230803639K,40
NOT230803639K,26
NOT151002957K,22
NOT151002957K,23
NOT151002957K,26
NOT230603804K,28
NOT230603804K,45
NOT230603804K,29
NOT230603804K,30
NOT230603804K,31
NOT230603804K,32
NOT231000796K,22
NOT231000796K,23
NOT231000796K,24
NOT231000796K,61
NOT231000796K,62
NOT231000796K,63
NOT231000796K,64
NOT231000796K,26
NOT231000796K,27
NOT230505543K,22
NOT230505543K,23
NOT230505543K,24
NOT230505543K,61
NOT230505543K,62
NOT230505543K,63
NOT230505543K,64
NOT230505543K,26
NOT230505543K,27
NOT190702873K,22
NOT190702873K,38
NOT190702873K,39
NOT190702873K,23
NOT190702873K,40
NOT190702873K,26
NOT210304839K,22
NOT210304839K,23
NOT210304839K,41
NOT210304839K,69
NOT210304839K,26
NOT210304839K,27
NOT230806601K,22
NOT230806601K,23
NOT230806601K,26
NOT231001934K,28
NOT231001934K,45
NOT231001934K,29
NOT231001934K,30
NOT231001934K,31
NOT231001934K,32
NOT230803076K,22
NOT230803076K,23
NOT230803076K,58
NOT230803076K,25
NOT230803076K,26
NOT230803076K,59
NOT230803076K,60
NOT230803076K,27
NOT210800260K,41
NOT210800260K,53
NOT210800260K,54
NOT210800260K,55
NOT210800260K,56
NOT210800260K,57
NOT210704549K,22
NOT210704549K,23
NOT210704549K,26
NOT210903128K,22
NOT210903128K,23
NOT210903128K,33
NOT210903128K,24
NOT210903128K,34
NOT210903128K,66
NOT210903128K,26
NOT170601284K,22
NOT170601284K,23
NOT170601284K,26
NOT230202652K,22
NOT230202652K,23
NOT230202652K,26
NOT190202946K,22
NOT190202946K,41
NOT190202946K,42
NOT190202946K,43
NOT190202946K,44
NOT190202946K,27
NOT230500087K,22
NOT230500087K,23
NOT230500087K,24
NOT230500087K,61
NOT230500087K,62
NOT230500087K,63
NOT230500087K,64
NOT230500087K,26
NOT230500087K,27
NOT230503107K,22
NOT230503107K,23
NOT230503107K,24
NOT230503107K,61
NOT230503107K,62
NOT230503107K,63
NOT230503107K,64
NOT230503107K,26
NOT230503107K,27
NOT190808564K,46
NOT190808564K,47
NOT190808564K,48
NOT190808564K,49
NOT190808564K,50
NOT190808564K,51
NOT190808564K,52
NOT230301211K,22
NOT230301211K,23
NOT230301211K,26
NOT230707171K,22
NOT230707171K,23
NOT230707171K,26
NOT230605962K,22
NOT230605962K,23
NOT230605962K,24
NOT230605962K,61
NOT230605962K,62
NOT230605962K,63
NOT230605962K,64
NOT230605962K,26
NOT230605962K,27
NOT170604890K,22
NOT170604890K,23
NOT170604890K,33
NOT170604890K,24
NOT170604890K,34
NOT170604890K,66
NOT170604890K,26
NOT230902562K,22
NOT230902562K,23
NOT230902562K,26
NOT230405523K,22
NOT230405523K,35
NOT230405523K,36
NOT230405523K,23
NOT230405523K,37
NOT230405523K,26
NOT230405523K,27
NOT190400134K,22
NOT190400134K,38
NOT190400134K,39
NOT190400134K,23
NOT190400134K,40
NOT190400134K,26
NOT170705781K,22
NOT170705781K,23
NOT170705781K,24
NOT170705781K,61
NOT170705781K,62
NOT170705781K,63
NOT170705781K,64
NOT170705781K,26
NOT170705781K,27
NOT231000523K,22
NOT231000523K,23
NOT231000523K,26
NOT230201995K,22
NOT230201995K,23
NOT230201995K,33
NOT230201995K,24
NOT230201995K,34
NOT230201995K,66
NOT230201995K,26
NOT230704382K,28
NOT230704382K,45
NOT230704382K,29
NOT230704382K,30
NOT230704382K,31
NOT230704382K,32
NOT190106317K,22
NOT190106317K,33
NOT190106317K,52
NOT190106317K,65
NOT190106317K,24
NOT190106317K,23
NOT190106317K,26
NOT191104721K,22
NOT191104721K,23
NOT191104721K,26
NOT230604957K,22
NOT230604957K,23
NOT230604957K,26
NOT230903967K,41
NOT230903967K,53
NOT230903967K,54
NOT230903967K,55
NOT230903967K,56
NOT230903967K,57
NOT230902244K,22
NOT230902244K,23
NOT230902244K,26
NOT231107000K,22
NOT231107000K,23
NOT231107000K,26
NOT230304720K,22
NOT230304720K,23
NOT230304720K,24
NOT230304720K,61
NOT230304720K,62
NOT230304720K,63
NOT230304720K,64
NOT230304720K,26
NOT230304720K,27
NOT230103610K,22
NOT230103610K,23
NOT230103610K,26
NOT191101766K,22
NOT191101766K,35
NOT191101766K,36
NOT191101766K,23
NOT191101766K,37
NOT191101766K,26
NOT191101766K,27
NOT230602654K,22
NOT230602654K,23
NOT230602654K,33
NOT230602654K,24
NOT230602654K,34
NOT230602654K,66
NOT230602654K,26
NOT230701296K,22
NOT230701296K,41
NOT230701296K,42
NOT230701296K,43
NOT230701296K,44
NOT230701296K,27
NOT230903868K,22
NOT230903868K,23
NOT230903868K,33
NOT230903868K,24
NOT230903868K,34
NOT230903868K,66
NOT230903868K,26
NOT230203637K,22
NOT230203637K,23
NOT230203637K,26
NOT230805833K,22
NOT230805833K,23
NOT230805833K,33
NOT230805833K,24
NOT230805833K,34
NOT230805833K,66
NOT230805833K,26
NOT230706297K,22
NOT230706297K,23
NOT230706297K,26
NOT210202952K,22
NOT210202952K,35
NOT210202952K,36
NOT210202952K,23
NOT210202952K,37
NOT210202952K,26
NOT210202952K,27
NOT230805173K,22
NOT230805173K,23
NOT230805173K,26
NOT230505131K,22
NOT230505131K,23
NOT230505131K,24
NOT230505131K,61
NOT230505131K,62
NOT230505131K,63
NOT230505131K,64
NOT230505131K,26
NOT230505131K,27
NOT230500931K,22
NOT230500931K,35
NOT230500931K,36
NOT230500931K,23
NOT230500931K,37
NOT230500931K,26
NOT230500931K,27
NOT191201482K,22
NOT191201482K,23
NOT191201482K,26
NOT230503741K,22
NOT230503741K,35
NOT230503741K,36
NOT230503741K,23
NOT230503741K,37
NOT230503741K,26
NOT230503741K,27
NOT230600687K,22
NOT230600687K,23
NOT230600687K,24
NOT230600687K,61
NOT230600687K,62
NOT230600687K,63
NOT230600687K,64
NOT230600687K,26
NOT230600687K,27
NOT230603587K,22
NOT230603587K,23
NOT230603587K,26
NOT230904968K,28
NOT230904968K,45
NOT230904968K,29
NOT230904968K,30
NOT230904968K,31
NOT230904968K,32
NOT231100395K,22
NOT231100395K,23
NOT231100395K,26
NOT211003344K,22
NOT211003344K,23
NOT211003344K,24
NOT211003344K,61
NOT211003344K,62
NOT211003344K,63
NOT211003344K,64
NOT211003344K,26
NOT211003344K,27
NOT230300452K,22
NOT230300452K,23
NOT230300452K,26
NOT231101177K,22
NOT231101177K,38
NOT231101177K,39
NOT231101177K,23
NOT231101177K,40
NOT231101177K,26
NOT170504210K,28
NOT170504210K,45
NOT170504210K,29
NOT170504210K,30
NOT170504210K,31
NOT170504210K,32
NOT230805098K,22
NOT230805098K,23
NOT230805098K,26
NOT210101893K,22
NOT210101893K,23
NOT210101893K,24
NOT210101893K,61
NOT210101893K,62
NOT210101893K,63
NOT210101893K,64
NOT210101893K,26
NOT210101893K,27
NOT230306614K,22
NOT230306614K,23
NOT230306614K,26
NOT211104914K,41
NOT211104914K,53
NOT211104914K,54
NOT211104914K,55
NOT211104914K,56
NOT211104914K,57
NOT230301395K,22
NOT230301395K,23
NOT230301395K,58
NOT230301395K,25
NOT230301395K,26
NOT230301395K,59
NOT230301395K,60
NOT230301395K,27
NOT230807182K,22
NOT230807182K,23
NOT230807182K,58
NOT230807182K,25
NOT230807182K,26
NOT230807182K,59
NOT230807182K,60
NOT230807182K,27
NOT231002312K,22
NOT231002312K,23
NOT231002312K,26
NOT230305285K,22
NOT230305285K,23
NOT230305285K,24
NOT230305285K,61
NOT230305285K,62
NOT230305285K,63
NOT230305285K,64
NOT230305285K,26
NOT230305285K,27
NOT230405428K,22
NOT230405428K,23
NOT230405428K,26
NOT190107338K,22
NOT190107338K,41
NOT190107338K,42
NOT190107338K,43
NOT190107338K,44
NOT190107338K,27
NOT230702798K,22
NOT230702798K,23
NOT230702798K,24
NOT230702798K,61
NOT230702798K,62
NOT230702798K,63
NOT230702798K,64
NOT230702798K,26
NOT230702798K,27
NOT190700593K,22
NOT190700593K,23
NOT190700593K,24
NOT190700593K,61
NOT190700593K,62
NOT190700593K,63
NOT190700593K,64
NOT190700593K,26
NOT190700593K,27
NOT230905010K,28
NOT230905010K,45
NOT230905010K,29
NOT230905010K,30
NOT230905010K,31
NOT230905010K,32
NOT231103770K,22
NOT231103770K,23
NOT231103770K,26
NOT231003853K,22
NOT231003853K,23
NOT231003853K,26
NOT230907561K,22
NOT230907561K,23
NOT230907561K,26
NOT231004750K,22
