prod_notif_no,ingredient_id
NOT230803728K,24
NOT230803728K,61
NOT230803728K,62
NOT230803728K,63
NOT230803728K,64
NOT230803728K,26
NOT230803728K,27
NOT230102022K,22
NOT230102022K,23
NOT230102022K,26
NOT210701504K,22
NOT210701504K,35
NOT210701504K,36
NOT210701504K,23
NOT210701504K,37
NOT210701504K,26
NOT210701504K,27
NOT230902077K,28
NOT230902077K,45
NOT230902077K,29
NOT230902077K,30
NOT230902077K,31
NOT230902077K,32
NOT230905087K,22
NOT230905087K,33
NOT230905087K,52
NOT230905087K,65
NOT230905087K,24
NOT230905087K,23
NOT230905087K,26
NOT230506701K,22
NOT230506701K,23
NOT230506701K,24
NOT230506701K,61
NOT230506701K,62
NOT230506701K,63
NOT230506701K,64
NOT230506701K,26
NOT230506701K,27
NOT231102512K,41
NOT231102512K,53
NOT231102512K,54
NOT231102512K,55
NOT231102512K,56
NOT231102512K,57
NOT170502764K,46
NOT170502764K,47
NOT170502764K,48
NOT170502764K,49
NOT170502764K,50
NOT170502764K,51
NOT170502764K,52
NOT230205371K,22
NOT230205371K,23
NOT230205371K,33
NOT230205371K,24
NOT230205371K,34
NOT230205371K,66
NOT230205371K,26
NOT231201659K,22
NOT231201659K,38
NOT231201659K,39
NOT231201659K,23
NOT231201659K,40
NOT231201659K,26
NOT231102433K,22
NOT231102433K,23
NOT231102433K,41
NOT231102433K,69
NOT231102433K,26
NOT231102433K,27
NOT190502400K,22
NOT190502400K,23
NOT190502400K,24
NOT190502400K,61
NOT190502400K,62
NOT190502400K,63
NOT190502400K,64
NOT190502400K,26
NOT190502400K,27
NOT210904488K,22
NOT210904488K,33
NOT210904488K,52
NOT210904488K,65
NOT210904488K,24
NOT210904488K,23
NOT210904488K,26
NOT230605860K,22
NOT230605860K,23
NOT230605860K,26
NOT230404349K,22
NOT230404349K,23
NOT230404349K,26
NOT230100655K,22
NOT230100655K,23
NOT230100655K,24
NOT230100655K,61
NOT230100655K,62
NOT230100655K,63
NOT230100655K,64
NOT230100655K,26
NOT230100655K,27
NOT230901159K,41
NOT230901159K,53
NOT230901159K,54
NOT230901159K,55
NOT230901159K,56
NOT230901159K,57
NOT170101450K,22
NOT170101450K,23
NOT170101450K,24
NOT170101450K,61
NOT170101450K,62
NOT170101450K,63
NOT170101450K,64
NOT170101450K,26
NOT170101450K,27
NOT191206760K,22
NOT191206760K,23
NOT191206760K,26
NOT230600732K,22
NOT230600732K,23
NOT230600732K,24
NOT230600732K,61
NOT230600732K,62
NOT230600732K,63
NOT230600732K,64
NOT230600732K,26
NOT230600732K,27
NOT211101962K,28
NOT211101962K,45
NOT211101962K,29
NOT211101962K,30
NOT211101962K,31
NOT211101962K,32
NOT231000359K,22
NOT231000359K,35
NOT231000359K,36
NOT231000359K,23
NOT231000359K,37
NOT231000359K,26
NOT231000359K,27
NOT230905391K,22
NOT230905391K,23
NOT230905391K,26
NOT231100438K,22
NOT231100438K,23
NOT231100438K,33
NOT231100438K,24
NOT231100438K,34
NOT231100438K,66
NOT231100438K,26
NOT230907520K,41
NOT230907520K,53
NOT230907520K,54
NOT230907520K,55
NOT230907520K,56
NOT230907520K,57
NOT230604883K,22
NOT230604883K,41
NOT230604883K,42
NOT230604883K,43
NOT230604883K,44
NOT230604883K,27
NOT230500316K,22
NOT230500316K,23
NOT230500316K,24
NOT230500316K,61
NOT230500316K,62
NOT230500316K,63
NOT230500316K,64
NOT230500316K,26
NOT230500316K,27
NOT190906106K,22
NOT190906106K,23
NOT190906106K,26
NOT231103179K,22
NOT231103179K,38
NOT231103179K,39
NOT231103179K,23
NOT231103179K,40
NOT231103179K,26
NOT210106162K,22
NOT210106162K,23
NOT210106162K,26
NOT230907253K,22
NOT230907253K,23
NOT230907253K,26
NOT231100378K,28
NOT231100378K,45
NOT231100378K,29
NOT231100378K,30
NOT231100378K,31
NOT231100378K,32
NOT230804979K,22
NOT230804979K,23
NOT230804979K,26
NOT171100169K,22
NOT171100169K,23
NOT171100169K,26
NOT230100706K,22
NOT230100706K,23
NOT230100706K,26
NOT231108101K,22
NOT231108101K,23
NOT231108101K,26
NOT210700496K,22
NOT210700496K,23
NOT210700496K,26
NOT230807196K,22
NOT230807196K,23
NOT230807196K,26
NOT151100872K,22
NOT151100872K,23
NOT151100872K,26
NOT230601950K,22
NOT230601950K,23
NOT230601950K,26
NOT230506613K,22
NOT230506613K,38
NOT230506613K,39
NOT230506613K,23
NOT230506613K,40
NOT230506613K,26
NOT210902015K,22
NOT210902015K,23
NOT210902015K,26
NOT230504952K,22
NOT230504952K,23
NOT230504952K,26
NOT230304209K,22
NOT230304209K,23
NOT230304209K,26
NOT231101167K,22
NOT231101167K,23
NOT231101167K,26
NOT210703610K,22
NOT210703610K,23
NOT210703610K,26
NOT230705584K,22
NOT230705584K,23
NOT230705584K,24
NOT230705584K,61
NOT230705584K,62
NOT230705584K,63
NOT230705584K,64
NOT230705584K,26
NOT230705584K,27
NOT190405170K,22
NOT190405170K,23
NOT190405170K,24
NOT190405170K,61
NOT190405170K,62
NOT190405170K,63
NOT190405170K,64
NOT190405170K,26
NOT190405170K,27
NOT230205883K,28
NOT230205883K,29
NOT230205883K,30
NOT230205883K,31
NOT230205883K,32
NOT231102955K,22
NOT231102955K,23
NOT231102955K,26
NOT211105700K,22
NOT211105700K,33
NOT211105700K,52
NOT211105700K,65
NOT211105700K,24
NOT211105700K,23
NOT211105700K,26
NOT230506429K,22
NOT230506429K,35
NOT230506429K,36
NOT230506429K,23
NOT230506429K,37
NOT230506429K,26
NOT230506429K,27
NOT210701646K,41
NOT210701646K,53
NOT210701646K,54
NOT210701646K,55
NOT210701646K,56
NOT210701646K,57
NOT210500655K,22
NOT210500655K,23
NOT210500655K,58
NOT210500655K,25
NOT210500655K,26
NOT210500655K,59
NOT210500655K,60
NOT210500655K,27
NOT210401850K,22
NOT210401850K,23
NOT210401850K,26
NOT210401422K,22
NOT210401422K,23
NOT210401422K,26
NOT210307300K,22
NOT210307300K,23
NOT210307300K,41
NOT210307300K,69
NOT210307300K,26
NOT210307300K,27
NOT191200765K,22
NOT191200765K,23
NOT191200765K,26
NOT230900921K,41
NOT230900921K,53
NOT230900921K,54
NOT230900921K,55
NOT230900921K,56
NOT230900921K,57
NOT210300899K,22
NOT210300899K,23
NOT210300899K,26
NOT231106953K,28
NOT231106953K,45
NOT231106953K,29
NOT231106953K,30
NOT231106953K,31
NOT231106953K,32
NOT230101341K,22
NOT230101341K,23
NOT230101341K,26
NOT230203375K,22
NOT230203375K,23
NOT230203375K,26
NOT230101870K,22
NOT230101870K,23
NOT230101870K,26
NOT171105493K,22
NOT171105493K,23
NOT171105493K,58
NOT171105493K,25
NOT171105493K,26
NOT171105493K,59
NOT171105493K,60
NOT171105493K,27
NOT230501118K,22
NOT230501118K,23
NOT230501118K,24
NOT230501118K,61
NOT230501118K,62
NOT230501118K,63
NOT230501118K,64
NOT230501118K,26
NOT230501118K,27
NOT210404164K,22
NOT210404164K,23
NOT210404164K,26
NOT170901567K,22
NOT170901567K,23
NOT170901567K,26
NOT231203420K,28
NOT231203420K,45
NOT231203420K,29
NOT231203420K,30
NOT231203420K,31
NOT231203420K,32
NOT210702635K,28
NOT210702635K,45
NOT210702635K,29
NOT210702635K,30
NOT210702635K,31
NOT210702635K,32
NOT231202506K,22
NOT231202506K,23
NOT231202506K,26
NOT230700910K,22
NOT230700910K,23
NOT230700910K,58
NOT230700910K,25
NOT230700910K,26
NOT230700910K,59
NOT230700910K,60
NOT230700910K,27
NOT231201376K,22
NOT231201376K,23
NOT231201376K,24
NOT231201376K,61
NOT231201376K,62
NOT231201376K,63
NOT231201376K,64
NOT231201376K,26
NOT231201376K,27
NOT170504277K,22
NOT170504277K,23
NOT170504277K,26
NOT230906830K,22
NOT230906830K,23
NOT230906830K,26
NOT190705585K,22
NOT190705585K,23
NOT190705585K,24
NOT190705585K,61
NOT190705585K,62
NOT190705585K,63
NOT190705585K,64
NOT190705585K,26
NOT190705585K,27
NOT230706875K,22
NOT230706875K,23
NOT230706875K,26
NOT230701478K,22
NOT230701478K,23
NOT230701478K,24
NOT230701478K,61
NOT230701478K,62
NOT230701478K,63
NOT230701478K,64
NOT230701478K,26
NOT230701478K,27
NOT210602339K,28
NOT210602339K,45
NOT210602339K,29
NOT210602339K,30
NOT210602339K,31
NOT210602339K,32
NOT190808015K,22
NOT190808015K,23
NOT190808015K,26
NOT231001018K,22
NOT231001018K,23
NOT231001018K,26
NOT190407707K,22
NOT190407707K,23
NOT190407707K,26
NOT230101834K,24
NOT230101834K,33
NOT230101834K,70
NOT230101834K,37
NOT230101834K,71
NOT230101834K,72
NOT231205112K,22
NOT231205112K,23
NOT231205112K,26
NOT211104815K,22
NOT211104815K,23
NOT211104815K,26
NOT230402030K,22
NOT230402030K,23
NOT230402030K,24
NOT230402030K,61
NOT230402030K,62
NOT230402030K,63
NOT230402030K,64
NOT230402030K,26
NOT230402030K,27
NOT210603835K,22
NOT210603835K,23
NOT210603835K,58
NOT210603835K,25
NOT210603835K,26
NOT210603835K,59
NOT210603835K,60
NOT210603835K,27
NOT211201771K,22
NOT211201771K,23
NOT211201771K,26
NOT230405200K,22
NOT230405200K,23
NOT230405200K,26
NOT230704823K,28
NOT230704823K,45
NOT230704823K,29
NOT230704823K,30
NOT230704823K,31
NOT230704823K,32
NOT230902810K,22
NOT230902810K,23
NOT230902810K,26
NOT190807542K,22
NOT190807542K,23
NOT190807542K,26
NOT190402694K,22
NOT190402694K,23
NOT190402694K,26
NOT230200897K,22
NOT230200897K,33
NOT230200897K,52
NOT230200897K,65
NOT230200897K,24
NOT230200897K,23
NOT230200897K,26
NOT231101224K,22
NOT231101224K,23
NOT231101224K,33
NOT231101224K,24
NOT231101224K,34
NOT231101224K,66
NOT231101224K,26
NOT230901505K,22
NOT230901505K,23
NOT230901505K,26
NOT230807301K,22
NOT230807301K,33
NOT230807301K,52
NOT230807301K,65
NOT230807301K,24
NOT230807301K,23
NOT230807301K,26
NOT190603031K,22
NOT190603031K,33
NOT190603031K,52
NOT190603031K,65
NOT190603031K,24
NOT190603031K,23
NOT190603031K,26
NOT130300786K,22
NOT130300786K,23
NOT130300786K,24
NOT130300786K,61
NOT130300786K,62
NOT130300786K,63
NOT130300786K,64
NOT130300786K,26
NOT130300786K,27
NOT230402465K,22
NOT230402465K,23
NOT230402465K,26
NOT231001911K,22
NOT231001911K,23
NOT231001911K,26
NOT230101538K,22
NOT230101538K,23
NOT230101538K,24
NOT230101538K,61
NOT230101538K,62
NOT230101538K,63
NOT230101538K,64
NOT230101538K,26
NOT230101538K,27
NOT230504125K,22
NOT230504125K,23
NOT230504125K,24
NOT230504125K,61
NOT230504125K,62
NOT230504125K,63
NOT230504125K,64
NOT230504125K,26
NOT230504125K,27
NOT210200371K,22
NOT210200371K,23
NOT210200371K,24
NOT210200371K,61
NOT210200371K,62
NOT210200371K,63
NOT210200371K,64
NOT210200371K,26
NOT210200371K,27
NOT230604784K,22
NOT230604784K,23
NOT230604784K,26
NOT230504930K,41
NOT230504930K,53
NOT230504930K,54
NOT230504930K,55
NOT230504930K,56
NOT230504930K,57
NOT230801099K,22
NOT230801099K,23
NOT230801099K,24
NOT230801099K,61
NOT230801099K,62
NOT230801099K,63
NOT230801099K,64
NOT230801099K,26
NOT230801099K,27
NOT231104034K,22
NOT231104034K,23
NOT231104034K,26
NOT230603998K,22
NOT230603998K,23
NOT230603998K,26
NOT230505497K,22
NOT230505497K,23
NOT230505497K,26
NOT230307658K,22
NOT230307658K,23
NOT230307658K,24
NOT230307658K,61
NOT230307658K,62
NOT230307658K,63
NOT230307658K,64
NOT230307658K,26
NOT230307658K,27
NOT210301123K,22
NOT210301123K,23
NOT210301123K,24
NOT210301123K,61
NOT210301123K,62
NOT210301123K,63
NOT210301123K,64
NOT210301123K,26
NOT210301123K,27
NOT230402364K,22
NOT230402364K,23
NOT230402364K,24
NOT230402364K,61
NOT230402364K,62
NOT230402364K,63
NOT230402364K,64
NOT230402364K,26
NOT230402364K,27
NOT230504668K,22
NOT230504668K,23
NOT230504668K,26
NOT230900706K,22
NOT230900706K,23
NOT230900706K,24
NOT230900706K,61
NOT230900706K,62
NOT230900706K,63
NOT230900706K,64
NOT230900706K,26
NOT230900706K,27
NOT230203781K,22
NOT230203781K,23
NOT230203781K,58
NOT230203781K,25
NOT230203781K,26
NOT230203781K,59
NOT230203781K,60
NOT230203781K,27
NOT230500739K,28
NOT230500739K,45
NOT230500739K,29
NOT230500739K,30
NOT230500739K,31
NOT230500739K,32
NOT231202358K,22
NOT231202358K,23
NOT231202358K,24
NOT231202358K,61
NOT231202358K,62
NOT231202358K,63
NOT231202358K,64
NOT231202358K,26
NOT231202358K,27
NOT190101767K,22
NOT190101767K,38
NOT190101767K,39
NOT190101767K,23
NOT190101767K,40
NOT190101767K,26
NOT190808193K,22
NOT190808193K,23
NOT190808193K,26
NOT230706256K,22
NOT230706256K,23
NOT230706256K,58
NOT230706256K,25
NOT230706256K,26
NOT230706256K,59
NOT230706256K,60
NOT230706256K,27
NOT210301383K,22
NOT210301383K,23
NOT210301383K,26
NOT230200470K,46
NOT230200470K,47
NOT230200470K,48
NOT230200470K,49
NOT230200470K,50
NOT230200470K,51
NOT230200470K,52
NOT210603214K,22
NOT210603214K,23
NOT210603214K,26
NOT231202961K,22
NOT231202961K,23
NOT231202961K,26
NOT231004514K,22
NOT231004514K,23
NOT231004514K,24
NOT231004514K,61
NOT231004514K,62
NOT231004514K,63
NOT231004514K,64
NOT231004514K,26
NOT231004514K,27
NOT230706200K,22
NOT230706200K,23
NOT230706200K,24
NOT230706200K,61
NOT230706200K,62
NOT230706200K,63
NOT230706200K,64
NOT230706200K,26
NOT230706200K,27
NOT230504277K,22
NOT230504277K,23
NOT230504277K,26
NOT231102147K,22
NOT231102147K,23
NOT231102147K,26
NOT210704355K,22
NOT210704355K,38
NOT210704355K,39
NOT210704355K,23
NOT210704355K,40
NOT210704355K,26
NOT230105993K,41
NOT230105993K,53
NOT230105993K,54
NOT230105993K,55
NOT230105993K,56
NOT230105993K,57
NOT230701169K,22
NOT230701169K,23
NOT230701169K,24
NOT230701169K,61
NOT230701169K,62
NOT230701169K,63
NOT230701169K,64
NOT230701169K,26
NOT230701169K,27
NOT231102187K,22
NOT231102187K,23
NOT231102187K,26
NOT191105833K,22
NOT191105833K,23
NOT191105833K,24
NOT191105833K,61
NOT191105833K,62
NOT191105833K,63
NOT191105833K,64
NOT191105833K,26
NOT191105833K,27
NOT210303203K,22
NOT210303203K,23
NOT210303203K,26
NOT230806448K,22
NOT230806448K,23
NOT230806448K,26
NOT190507922K,22
NOT190507922K,35
NOT190507922K,36
NOT190507922K,23
NOT190507922K,37
NOT190507922K,26
NOT190507922K,27
NOT210400504K,22
NOT210400504K,23
NOT210400504K,33
NOT210400504K,24
NOT210400504K,34
NOT210400504K,66
NOT210400504K,26
NOT210304208K,22
NOT210304208K,23
NOT210304208K,26
NOT230600340K,22
NOT230600340K,23
NOT230600340K,24
NOT230600340K,61
NOT230600340K,62
NOT230600340K,63
NOT230600340K,64
NOT230600340K,26
NOT230600340K,27
NOT230404460K,22
NOT230404460K,23
NOT230404460K,58
NOT230404460K,25
NOT230404460K,26
NOT230404460K,59
NOT230404460K,60
NOT230404460K,27
NOT230700657K,22
NOT230700657K,23
NOT230700657K,26
NOT191106895K,22
NOT191106895K,23
NOT191106895K,24
NOT191106895K,61
NOT191106895K,62
NOT191106895K,63
NOT191106895K,64
NOT191106895K,26
NOT191106895K,27
NOT230703268K,22
NOT230703268K,23
NOT230703268K,26
NOT190403168K,22
NOT190403168K,23
NOT190403168K,26
NOT230401289K,22
NOT230401289K,23
NOT230401289K,26
NOT230206540K,22
NOT230206540K,23
NOT230206540K,24
NOT230206540K,61
NOT230206540K,62
NOT230206540K,63
NOT230206540K,64
NOT230206540K,26
NOT230206540K,27
NOT210705440K,41
NOT210705440K,53
NOT210705440K,54
NOT210705440K,55
NOT210705440K,56
NOT210705440K,57
NOT230706265K,22
NOT230706265K,23
NOT230706265K,26
NOT230300083K,28
NOT230300083K,45
NOT230300083K,29
NOT230300083K,30
NOT230300083K,31
NOT230300083K,32
NOT231000194K,22
NOT231000194K,23
NOT231000194K,24
NOT231000194K,61
NOT231000194K,62
NOT231000194K,63
NOT231000194K,64
NOT231000194K,26
NOT231000194K,27
NOT230904193K,22
NOT230904193K,23
NOT230904193K,26
NOT230202619K,22
NOT230202619K,35
NOT230202619K,36
NOT230202619K,23
NOT230202619K,37
NOT230202619K,26
NOT230202619K,27
NOT230102931K,22
NOT230102931K,23
NOT230102931K,26
NOT210304298K,22
NOT210304298K,23
NOT210304298K,26
NOT210504688K,41
NOT210504688K,53
NOT210504688K,54
NOT210504688K,55
NOT210504688K,56
NOT210504688K,57
NOT230702227K,41
NOT230702227K,53
NOT230702227K,54
NOT230702227K,55
NOT230702227K,56
NOT230702227K,57
NOT230403747K,22
NOT230403747K,23
NOT230403747K,33
NOT230403747K,24
NOT230403747K,34
NOT230403747K,66
NOT230403747K,26
NOT210601879K,22
NOT210601879K,23
NOT210601879K,24
NOT210601879K,61
NOT210601879K,62
NOT210601879K,63
NOT210601879K,64
NOT210601879K,26
NOT210601879K,27
NOT211200986K,22
NOT211200986K,23
NOT211200986K,26
NOT210402745K,22
NOT210402745K,35
NOT210402745K,36
NOT210402745K,23
NOT210402745K,37
NOT210402745K,26
NOT210402745K,27
NOT230901555K,22
NOT230901555K,41
NOT230901555K,42
NOT230901555K,43
NOT230901555K,44
NOT230901555K,27
NOT210700100K,22
NOT210700100K,23
NOT210700100K,26
NOT190104484K,22
NOT190104484K,23
NOT190104484K,26
NOT230501896K,22
NOT230501896K,23
NOT230501896K,26
NOT230501949K,22
NOT230501949K,23
NOT230501949K,24
NOT230501949K,61
NOT230501949K,62
NOT230501949K,63
NOT230501949K,64
NOT230501949K,26
NOT230501949K,27
NOT210304957K,22
NOT210304957K,38
NOT210304957K,39
NOT210304957K,23
NOT210304957K,40
NOT210304957K,26
NOT230900909K,28
NOT230900909K,45
NOT230900909K,29
NOT230900909K,30
NOT230900909K,31
NOT230900909K,32
NOT231006369K,22
NOT231006369K,23
NOT231006369K,26
NOT230603711K,22
NOT230603711K,23
NOT230603711K,58
NOT230603711K,25
NOT230603711K,26
NOT230603711K,59
NOT230603711K,60
NOT230603711K,27
NOT231203452K,22
NOT231203452K,35
NOT231203452K,36
NOT231203452K,23
NOT231203452K,37
NOT231203452K,26
NOT231203452K,27
NOT231105319K,22
NOT231105319K,23
NOT231105319K,24
NOT231105319K,61
NOT231105319K,62
NOT231105319K,63
NOT231105319K,64
NOT231105319K,26
NOT231105319K,27
NOT230203554K,22
NOT230203554K,33
NOT230203554K,52
NOT230203554K,65
NOT230203554K,24
NOT230203554K,23
NOT230203554K,26
NOT190105860K,22
NOT190105860K,23
NOT190105860K,24
NOT190105860K,61
NOT190105860K,62
NOT190105860K,63
NOT190105860K,64
NOT190105860K,26
NOT190105860K,27
NOT190905183K,22
NOT190905183K,23
NOT190905183K,33
NOT190905183K,24
NOT190905183K,34
NOT190905183K,66
NOT190905183K,26
NOT211101476K,22
NOT211101476K,38
NOT211101476K,39
NOT211101476K,23
NOT211101476K,40
NOT211101476K,26
NOT230600530K,22
NOT230600530K,23
NOT230600530K,26
NOT231201003K,22
NOT231201003K,33
NOT231201003K,52
NOT231201003K,65
NOT231201003K,24
NOT231201003K,23
NOT231201003K,26
NOT231103568K,22
NOT231103568K,23
NOT231103568K,24
NOT231103568K,61
NOT231103568K,62
NOT231103568K,63
NOT231103568K,64
NOT231103568K,26
NOT231103568K,27
NOT230606765K,22
NOT230606765K,33
NOT230606765K,52
NOT230606765K,65
NOT230606765K,24
NOT230606765K,23
NOT230606765K,26
NOT230307872K,22
NOT230307872K,41
NOT230307872K,42
NOT230307872K,43
NOT230307872K,44
NOT230307872K,27
NOT210603397K,22
NOT210603397K,23
NOT210603397K,26
NOT211100985K,22
NOT211100985K,23
NOT211100985K,24
NOT211100985K,61
NOT211100985K,62
NOT211100985K,63
NOT211100985K,64
NOT211100985K,26
NOT211100985K,27
NOT230202244K,22
NOT230202244K,23
NOT230202244K,26
NOT230804140K,22
NOT230804140K,23
NOT230804140K,58
NOT230804140K,25
NOT230804140K,26
NOT230804140K,59
NOT230804140K,60
NOT230804140K,27
NOT231000018K,22
NOT231000018K,23
NOT231000018K,26
NOT210903888K,41
NOT210903888K,53
NOT210903888K,54
NOT210903888K,55
NOT210903888K,56
NOT210903888K,57
NOT230807546K,22
NOT230807546K,23
NOT230807546K,24
NOT230807546K,61
NOT230807546K,62
NOT230807546K,63
NOT230807546K,64
NOT230807546K,26
NOT230807546K,27
NOT230105001K,22
NOT230105001K,23
NOT230105001K,58
NOT230105001K,25
NOT230105001K,26
NOT230105001K,59
NOT230105001K,60
NOT230105001K,27
NOT231102462K,22
NOT231102462K,23
NOT231102462K,26
NOT230905632K,22
NOT230905632K,23
NOT230905632K,58
NOT230905632K,25
NOT230905632K,26
NOT230905632K,59
NOT230905632K,60
NOT230905632K,27
NOT230706520K,22
NOT230706520K,23
NOT230706520K,26
NOT230707015K,22
NOT230707015K,23
NOT230707015K,26
NOT190900736K,22
NOT190900736K,23
NOT190900736K,26
NOT230404560K,22
NOT230404560K,35
NOT230404560K,36
NOT230404560K,23
NOT230404560K,37
NOT230404560K,26
NOT230404560K,27
NOT230602198K,22
NOT230602198K,23
NOT230602198K,41
NOT230602198K,69
NOT230602198K,26
NOT230602198K,27
NOT230503781K,46
NOT230503781K,47
NOT230503781K,48
NOT230503781K,49
NOT230503781K,50
NOT230503781K,51
NOT230503781K,52
NOT230503801K,22
NOT230503801K,23
NOT230503801K,26
NOT190601116K,22
NOT190601116K,23
NOT190601116K,24
NOT190601116K,61
NOT190601116K,62
NOT190601116K,63
NOT190601116K,64
NOT190601116K,26
NOT190601116K,27
NOT210900126K,22
NOT210900126K,23
NOT210900126K,26
NOT230503870K,22
NOT230503870K,23
NOT230503870K,26
NOT230300525K,22
NOT230300525K,38
NOT230300525K,39
NOT230300525K,23
NOT230300525K,40
NOT230300525K,26
NOT231202672K,46
NOT231202672K,47
NOT231202672K,48
NOT231202672K,49
NOT231202672K,50
NOT231202672K,51
NOT231202672K,52
NOT230301849K,22
NOT230301849K,23
NOT230301849K,26
NOT230807845K,41
NOT230807845K,53
NOT230807845K,54
NOT230807845K,55
NOT230807845K,56
NOT230807845K,57
NOT231005825K,22
NOT231005825K,23
NOT231005825K,24
NOT231005825K,61
NOT231005825K,62
NOT231005825K,63
NOT231005825K,64
NOT231005825K,26
NOT231005825K,27
NOT190903306K,22
NOT190903306K,23
NOT190903306K,26
NOT231001099K,22
NOT231001099K,23
NOT231001099K,24
NOT231001099K,61
NOT231001099K,62
NOT231001099K,63
NOT231001099K,64
NOT231001099K,26
NOT231001099K,27
NOT230306340K,41
NOT230306340K,53
NOT230306340K,54
NOT230306340K,55
NOT230306340K,56
NOT230306340K,57
NOT170400527K,22
NOT170400527K,23
NOT170400527K,26
NOT230702600K,22
NOT230702600K,23
NOT230702600K,26
NOT211200543K,22
NOT211200543K,23
NOT211200543K,58
NOT211200543K,25
NOT211200543K,26
NOT211200543K,59
NOT211200543K,60
NOT211200543K,27
NOT190206044K,28
NOT190206044K,29
NOT190206044K,30
NOT190206044K,31
NOT190206044K,32
NOT231106621K,22
NOT231106621K,23
NOT231106621K,24
NOT231106621K,61
NOT231106621K,62
NOT231106621K,63
NOT231106621K,64
NOT231106621K,26
NOT231106621K,27
NOT230305718K,22
NOT230305718K,23
NOT230305718K,26
NOT231201186K,46
NOT231201186K,47
NOT231201186K,48
NOT231201186K,49
NOT231201186K,50
NOT231201186K,51
NOT231201186K,52
NOT230200790K,22
NOT230200790K,23
NOT230200790K,26
NOT230703345K,22
NOT230703345K,23
NOT230703345K,58
NOT230703345K,25
NOT230703345K,26
NOT230703345K,59
NOT230703345K,60
NOT230703345K,27
NOT230306370K,22
NOT230306370K,23
NOT230306370K,24
NOT230306370K,61
NOT230306370K,62
NOT230306370K,63
NOT230306370K,64
NOT230306370K,26
NOT230306370K,27
NOT230902040K,28
NOT230902040K,45
NOT230902040K,29
NOT230902040K,30
NOT230902040K,31
NOT230902040K,32
NOT230405736K,22
NOT230405736K,23
NOT230405736K,33
NOT230405736K,24
NOT230405736K,34
NOT230405736K,66
NOT230405736K,26
NOT191106907K,22
NOT191106907K,23
NOT191106907K,24
NOT191106907K,61
NOT191106907K,62
NOT191106907K,63
NOT191106907K,64
NOT191106907K,26
NOT191106907K,27
NOT231007224K,22
NOT231007224K,23
NOT231007224K,58
NOT231007224K,25
NOT231007224K,26
NOT231007224K,59
NOT231007224K,60
NOT231007224K,27
NOT230205253K,41
NOT230205253K,53
NOT230205253K,54
NOT230205253K,55
NOT230205253K,56
NOT230205253K,57
NOT210202047K,22
NOT210202047K,33
NOT210202047K,52
NOT210202047K,65
NOT210202047K,24
NOT210202047K,23
NOT210202047K,26
NOT190706739K,22
NOT190706739K,23
NOT190706739K,26
NOT210404631K,22
NOT210404631K,23
NOT210404631K,26
NOT190203952K,22
NOT190203952K,23
NOT190203952K,26
NOT231003813K,28
NOT231003813K,45
NOT231003813K,29
NOT231003813K,30
NOT231003813K,31
NOT231003813K,32
NOT210901589K,22
NOT210901589K,23
NOT210901589K,26
NOT230100691K,22
NOT230100691K,23
NOT230100691K,24
NOT230100691K,61
NOT230100691K,62
NOT230100691K,63
NOT230100691K,64
NOT230100691K,26
NOT230100691K,27
NOT230103093K,22
NOT230103093K,23
NOT230103093K,24
NOT230103093K,61
NOT230103093K,62
NOT230103093K,63
NOT230103093K,64
NOT230103093K,26
NOT230103093K,27
NOT210501214K,22
NOT210501214K,23
NOT210501214K,26
NOT230600876K,22
NOT230600876K,23
NOT230600876K,24
NOT230600876K,61
NOT230600876K,62
NOT230600876K,63
NOT230600876K,64
NOT230600876K,26
NOT230600876K,27
NOT230802104K,22
NOT230802104K,23
NOT230802104K,26
NOT231201432K,22
NOT231201432K,35
NOT231201432K,36
NOT231201432K,23
NOT231201432K,37
NOT231201432K,26
NOT231201432K,27
NOT230401403K,22
NOT230401403K,23
NOT230401403K,26
NOT230304627K,28
NOT230304627K,45
NOT230304627K,29
NOT230304627K,30
NOT230304627K,31
NOT230304627K,32
NOT231006568K,22
NOT231006568K,23
NOT231006568K,26
NOT230604490K,28
NOT230604490K,45
NOT230604490K,29
NOT230604490K,30
NOT230604490K,31
NOT230604490K,32
NOT230506731K,22
NOT230506731K,23
NOT230506731K,26
NOT210504726K,22
NOT210504726K,23
NOT210504726K,26
NOT210606764K,41
NOT210606764K,53
NOT210606764K,54
NOT210606764K,55
NOT210606764K,56
NOT210606764K,57
NOT191001631K,22
NOT191001631K,23
NOT191001631K,26
NOT231002630K,22
NOT231002630K,23
NOT231002630K,26
NOT230307276K,22
NOT230307276K,23
NOT230307276K,24
NOT230307276K,61
NOT230307276K,62
NOT230307276K,63
NOT230307276K,64
NOT230307276K,26
NOT230307276K,27
NOT190603046K,22
NOT190603046K,23
NOT190603046K,26
NOT190704990K,22
NOT190704990K,23
NOT190704990K,58
NOT190704990K,25
NOT190704990K,26
NOT190704990K,59
NOT190704990K,60
NOT190704990K,27
NOT230306861K,22
NOT230306861K,23
NOT230306861K,26
NOT230104045K,22
NOT230104045K,23
NOT230104045K,26
NOT230102690K,22
NOT230102690K,23
NOT230102690K,24
NOT230102690K,61
NOT230102690K,62
NOT230102690K,63
NOT230102690K,64
NOT230102690K,26
NOT230102690K,27
NOT190507929K,22
NOT190507929K,23
NOT190507929K,24
NOT190507929K,61
NOT190507929K,62
NOT190507929K,63
NOT190507929K,64
NOT190507929K,26
NOT190507929K,27
