holder_id,holder_name
1293,MESRA AGROHERB
1294,METRO MEDICAL SUPPLIES (M) SDN BHD
1295,METROPOLE BEAUTY SDN. BHD.
1296,MG GREEN TECH SDN. BHD.
1297,MGEE BEAUTY SOLUTION
1298,MHA GLOBAL SDN. BHD. 
1299,MHI TRADE AND SUPPLIES
1300,MIAER EXCLUSIVE ENTERPRISE
1301,MIBA MINERALBIO COSMETICS
1302,MICA ASIA SDN BHD
1303,MICHELLE LAZAR INTERNATIONAL SDN BHD
1304,MIDYSON SDN. BHD.
1305,MIKASERIES SDN. BHD.
1306,MIKHAYA ENTERPRISE
1307,MIL PHARMACARE SDN. BHD.
1308,MILAE MARKETING
1309,MILBON MALAYSIA SDN. BHD.
1310,MILIN BEAUTY
1311,MILLABEL SDN. BHD.
1312,MINIMALIST SCIENCE SDN. BHD.
1313,MINISO WINKY (M) SDN. BHD.
1314,MIRACLE BEAUTY LAB SDN. BHD.
1315,MIRACULOUS GROUP (M) SDN. BHD.
1316,MIRACULOUS SCIENCE RESOURCES
1317,MIRAGE INTERNATIONAL SDN. BHD.
1318,MIRAKYO ENTERPRISE
1319,MISEOUL (M) SDN. BHD.
1320,MISG GLOBAL MARKETING SDN. BHD.
1321,MITCHELL GROUP USA (MALAYSIA) PLT
1322,MIXERPLAT (M) SDN. BHD.
1323,MJ STYLE SDN.BHD.
1324,MK AESTHETIC ENTERPRISE
1325,MK HUB GLOBAL
1326,MK SKIN BIOTECH SDN. BHD.
1327,MKA JOYCARE SDN. BHD.
1328,MLISS (M) SDN. BHD.
1329,MM BIOTECHNOLOGY SDN. BHD.
1330,MM COSMETIC SDN. BHD.
1331,MM MORGAN SDN. BHD.
1332,MMCM BEAUTY
1333,MMI HERBS
1334,MODA NURAY EMPIRE
1335,MODINITY SDN. BHD.
1336,MOH HENG COMPANY SDN BHD
1337,MOHA BIOTECH MANUFACTURING SDN BHD
1338,MOHD NASIR BIN MOHAMAD
1339,MOIRAI TECH SDN. BHD.
1340,MOITTRY INFINITY SDN. BHD.
1341,MOMENTUM COMMERCE SDN. BHD.
1342,MONARCH AESTHETIC SDN. BHD.
1343,MONARCH MEDI SOLUTIONS SDN. BHD.
1344,MOODYZ AGENCIES SDN. BHD.
1345,MOON BEAUTY WELLNESS SDN. BHD. 
1346,MOONSOUL MARKETING
1347,MORLENDE SDN. BHD.
1348,MOSFAC SDN BHD
1349,MOST YOUNG GLOBAL  SDN. BHD.
1350,MOUNTFABER ENTERPRISE
1351,MOVON SDN. BHD.
1352,MP VENTURE 
1353,MSG Venture Sdn Bhd
1354,MSH MANUFACTURING SDN. BHD.
1355,MSPA CONSULTING SDN. BHD.
1356,MTM LAB SEA SDN BHD
1357,MUJI (MALAYSIA) SDN BHD
1358,MUK ENTERPRISE SDN BHD
1359,MULTANI SDN BHD
1360,MUSIM MASTIKA (MALAYSIA) SDN BHD
1361,MY BEAUTY PLACE SDN. BHD.
1362,MY CHIOR GROUP HOLDING SDN. BHD.
1363,MY EASTERN RESOURCES SDN BHD
1364,MY FIMEDIA NETWORK TECHNOLOGY SDN. BHD.
1365,MY MEDISPA SDN BHD
1366,MY SKP TRADE SDN. BHD.
1367,MYBH MANUFACTURING RESOURCES
1368,MYDIN MOHAMED HOLDINGS BERHAD
1369,MYLITTLE MOMENTS SDN. BHD.
1370,MYSME DOT MY SDN. BHD.
1371,MYSTIXX EMPIRE
1372,MYT COSMETICS MANUFACTURING SDN. BHD.
1373,MYTAN SERVICES
1374,Mac Innovations Sdn Bhd
1375,Macma Trading
1376,Makmal Izzah
1377,Malayan Procurement Sdn. Bhd.
1378,Mandara Spa (m) Sdn. Bhd.
1379,Mars Creations Sdn Bhd
1380,Masha Marketing Sdn. Bhd.
1381,Mastura Enterprise
1382,Max Well Health Sdn Bhd
1383,Maxconnection Cosmetic Sdn Bhd
1384,Medicell Pharmaceutical(malaysia) Sdn.bhd
1385,Medinail Sdn Bhd
1386,Mee Teck Beauty Sdn Bhd
1387,Mega Mass K Networks Sdn Bhd
1388,Meili Cosmetic Marketing PLT
1389,Melaleuca Southeast Asia (malaysia) Sdn. Bhd.
1390,Melissachens Skin Lab Sdn Bhd
1391,Merrycos Industries Sdn Bhd
1392,Metropolitan Capital Sdn.Bhd.
1393,Millennia Concepts Bio Sciences Sdn Bhd
1394,Monoliving Sdn Bhd
1395,Montena Sdn. Bhd.
1396,Mu & Mars Sdn. Bhd.
1397,Mughni Trading Sdn. Bhd.
1398,Myeppo Digital Sdn Bhd
1399,Myface Wellness Beauty
1400,N DENT SDN BHD
1401,N REMEDIER (M) SDN. BHD.
1402,NABELLA ANUAR GROUP SDN BHD
1403,NACHURARUS SDN. BHD.
1404,NAFURRA GLOBAL SDN. BHD.
1405,NAMI COSMETICS SDN. BHD. 
1406,NANA MAHAZAN INTERNATIONAL SDN. BHD.
1407,NANG HIN MEDICAL SDN. BHD.
1408,NANNY OIL
1409,NAOMI BEAUTY
1410,NAOMI MEDICAL SDN. BHD.
1411,NARINAR GROUP SDN. BHD.
1412,NARQES BEAUTY MALAYSIA SDN BHD 
1413,NARUKO(MALAYSIA)SDN.BHD.
1414,NATIONWIDE TRADING SDN.BHD.
1415,NATTA COSME (M) SDN. BHD.
1416,NATURA ORGANICA SDN. BHD.
1417,NATURAL COSMOTECH SDN BHD
1418,NATURAL HEALTH CARE SDN. BHD.
1419,NATURAL HEALTH FARM MARKETING (M) SDN BHD
1420,NATURAL HERBAL HAIR GROWTH MARKETING
1421,NATURAL HERBAL INDUSTRIES SDN BHD
1422,NATURCARE LA BEAUTE SDN. BHD.
1423,NATURE COVVO HAIR & SKIN CARE
1424,NATURE QUEST SUPPLIES
1425,NATURES BEAUTY BLEND NETWORLD
1426,NATURES SECRET RETAIL (M) SDN. BHD.
1427,NATURPLEX MARKETING
1428,NAUTIKAA PLT
1429,NAZA BEYOND VENTURES
1430,NB NATURAL BEAUTY EXPERT SDN BHD
1431,NEETA ENTERPRISE
1432,NEKDERX SDN. BHD.
1433,NELYSA NORAZLAN EMPIRE
1434,NEOASIA (M) SDN. BHD.
1435,NEU BEAUTY & HEALTH
1436,NEW SKIN COSMETICS SDN. BHD.
1437,NEWAGE SDN. BHD.
1438,NEWSPRING HAIR CENTRE
1439,NEYYA COSMETICS
1440,NF TOUCH
1441,NFARA S BIOTECHNOLOGY (M) SDN. BHD.
1442,NFS Biotech
1443,NH BIZ RESOURCES
1444,NH GORGEOUS ENTERPRISE
1445,NH PRIMA INTERNATIONAL SDN. BHD.
1446,NIPPON MENARD (M) SDN. BHD.
1447,NIRMALYA BEAUTY & WELLNESS
1448,NMF CONSULTANT SDN BHD
1449,NOBLE BEAUTY ENTERPRISE
1450,NOBLE INDICHEM SDN BHD
1451,NOIR HEALTH & BEAUTY SDN.BHD
1452,NOOR KHAN INTERNATIONAL SDN. BHD.
1453,NORCY BEAUTYLAB SDN. BHD.
1454,NORI MALAYSIA SDN. BHD.
1455,NORTH WEST ENTERPRISE SDN. BHD.
1456,NOUVEAUX INTERNATIONAL SDN BHD
1457,NOUVELLE BEAUTY CENTRE SDN. BHD.
1458,NOVA LABORATORIES SDN. BHD.
1459,NOWME SDN. BHD.
1460,NOZOMI MARKETING SDN BHD
1461,NP BEAUTY RESOURCES
1462,NPMAC RESOURCES
1463,NS AESTHETIC BEAUTY CENTRE
1464,NSL HAIRCARE MARKETING
1465,NU ESSENCE CONCEPT
1466,NU SKIN (MALAYSIA) SDN. BHD.
1467,NUEX ROSLI EMPIRE SDN. BHD.
1468,NUFA TRADE (M) SDN. BHD.
1469,NURDELAILA BEAUTY CARE & HEALTH
1470,NURRAYSA GLOBAL SDN BHD
1471,NURUL ELLYNA BINTI ANUAR
1472,NUSANTARA MAJU ENTERPRISE
1473,NUTRALINE GLOBAL NETWORK
1474,NUTRI LIFESCIENCE SDN. BHD
1475,NUTRICIOUS MARKETING SDN BHD
1476,NUTRIGO SDN. BHD.
1477,NUTRILAND HERBS & HEALTHY
1478,NUUHA COSMECEUTICAL SDN.BHD.
1479,NUVANTA SDN. BHD.
1480,NVL NATURAL BIOTECH
1481,NX HAIR AND BEAUTY SUPPLIES SDN. BHD.
1482,NYAKLISA KL RESOURCES
1483,N`AI BEAUTY COSMETIC
1484,Nabeauco Sdn Bhd
1485,Nael & Newk Nutra Health Sdn. Bhd.
1486,Nalika Ventures Sdn. Bhd. 
1487,Natural Basics Sdn Bhd
1488,Navanos Biotech Sdn Bhd
1489,Neolife Nutrition Sdn. Bhd.
1490,Neu Cosmetico Resources
1491,New York Skin Sdn.Bhd.
1492,Newgenic Beauty Manufacturing Sdn Bhd
1493,Nexusky Sdn Bhd
1494,Nicholas Koo Beauty World Sdn Bhd
1495,Nina Beauty Legacy
1496,Nixolab Sdn Bhd
1497,Novel Link Malaysia Sdn Bhd
1498,Nubio Dermaceuticals (M) Sdn Bhd
1499,Nursinar Body Care Sdn. Bhd.
1500,OASIS WELLNESS INTERNATIONAL SDN. BHD.
1501,OBASAN YUME HOUSE
1502,OBSESS COSMETICS SDN. BHD. 
1503,ODYSSEY NAIL SYSTEM SDN BHD
1504,OG SEVEN SDN.BHD.
1505,OGAAN FASHIONS (M) SDN BHD
1506,OISKIN SDN BHD
1507,OKAYA COSMETIC
1508,OKAYA LIFE BEAUTY
1509,OLA BELEZA SDN. BHD.
1510,OLICELL GROUP (M) SDN BHD
1511,OLIVE ESSENTIAL SDN. BHD.
1512,OLIVE GREEN (M) SDN. BHD.
1513,OLIVE NENDOH SKIN CARE (M) SDN. BHD.
1514,OMORFIA RESOURCES
1515,ONE POINT MARKETING PLT
1516,ONE WAY HAIR & BEAUTY TRADING
1517,ONE WORLD COSMETICS
1518,ONEW COSMETICS
1519,OOI YEW SENG SDN. BHD.
1520,OPTIMIST VICTORY SDN. BHD. 
1521,OPTIMO INTERNATIONAL SDN. BHD.
1522,OPTIMUM PHARMA (M) SDN. BHD.
1523,ORALIX MEDICAL SDN. BHD.
1524,ORBYX SDN. BHD.
1525,ORGANIQUE ESSENTIELLE SDN. BHD.
1526,ORI HERBS COFFEE MARKETING
1527,ORIENTAL INCHAWAY SDN. BHD.
1528,ORIQUE SDN BHD
1529,ORTUS EXPERT COSMETICS SDN. BHD.
1530,OSHIEN2U SDN. BHD.
1531,OSM GLOBAL BEAUTY SDN. BHD. 
1532,OSSTEM MALAYSIA SDN BHD
1533,OTC COSMETIC INDUSTRIES SDN. BHD.
1534,OTTIMO GOODS SDN BHD
1535,OTWOO COSMETICS SDN. BHD.
1536,OUJI SEIYAKU (M) SDN. BHD.
1537,OWI LAB (M) SDN. BHD.
1538,OZWIN NATURAL PRODUCTS SDN. BHD.
1539,Oasis Wellness Sdn. Bhd.
1540,Omega Hill Trading Sdn Bhd
1541,One Healthy Solution (M) SDN. BHD.
1542,One Theory Sdn.bhd
1543,Orchid Blossom Sdn. Bhd.
1544,Organic Tulips Trading
1545,Orient Europharma (M) Sdn Bhd
1546,Origin Herbal Hair Treatment Sdn Bhd
1547,Orisa Skin Care Supply
1548,Oshadhi Malaysia Sdn Bhd
1549,P & Q Marketing (M) Sdn. Bhd.
1550,P.T MUSTIKA RATU (M) SDN. BHD.
1551,P.t. Widuri (m) Sdn Bhd
1552,PAHANG PHARMACY SDN. BHD.
1553,PANA BEAUTY EMPIRE
1554,PANARIX SDN. BHD.
1555,PANDA EYES SDN. BHD.
1556,PAPILLAZ HUB
1557,PARADISE BUILDERS HOLDING SDN BHD
1558,PARAMED COSMECEUTICAL SDN BHD
1559,PARVUS SDN. BHD.
1560,PASSION TRADING SDN. BHD.
1561,PAULA`S CHOICE MALAYSIA SEA SDN. BHD.
1562,PCQ Hair & Beauty Products Sdn. Bhd.
1563,PDS Consulting Sdn Bhd
1564,PE COSMECEUTICAL SDN. BHD.
1565,PEARLESZENSE INTERNATIONAL TRADING SDN. BHD.
1566,PEARLOSOPHY (M) SDN. BHD.
1567,PEAU BEAU SDN BHD
1568,PEOPLE & GLOBAL SDN BHD
1569,PERA RESOURCES
1570,PERFECT FACELIFT SDN. BHD.
1571,PERFECT LIFE WELLNESS SDN. BHD.
1572,PERFUMIZE LEGACY SDN. BHD.
1573,PERNIAGAAN NORMAHAS SDN. BHD.
1574,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
1575,PERSONA KOSMETIK SDN BHD
1576,PERSONAL COLLECTION SDN. BHD.
1577,PESONA OASIS TRADING
1578,PETRONAS TECHNOLOGY VENTURES SDN. BHD.
1579,PEW PEW RESOURCE ENTERPRISE
1580,PFS HEALTHCARE ASIA SDN BHD
1581,PFT INTL Sales & Marketing 
1582,PHARMEX SDN BHD
1583,PHILLIP WAIN (M) SDN BHD
1584,PHILOSOPHY BEAUTY CARE
1585,PHLETORA SDN. BHD.
1586,PHOENIX AESTHETIC SDN. BHD.
1587,PHRI HOLDINGS SDN BHD
1588,PHYTO DYNAMIS SDN BHD
1589,PICY STORE
1590,PIGEON MALAYSIA (TRADING) SDN BHD
1591,PINKANDBELLE SDN. BHD.
1592,PINKISH BEAUTY COSMETIC
1593,PINNACLE MEDIC SDN. BHD.
1594,PIO SKIN BEAUTY TRADING
1595,PISHON DE BEAUTY
1596,PIULIS MARKETING
1597,PK-1 Wholesales Trading Sdn Bhd
1598,PL COSMETIC INDUSTRY SDN. BHD.
1599,PLAYART INTERNATIONAL (M) SDN. BHD.
1600,PLP WORLDWIDE SDN BHD
1601,POLYBIO INTERNATIONAL SDN. BHD.
1602,POSH BEAUTY EMPIRE
1603,PP REFINED VENTURE SDN. BHD.
1604,PRA GLOBAL RESOURCES 
1605,PREMIER ETERNITY SDN. BHD.
1606,PREMIUM PRIORITY SDN BHD
1607,PRESTIGE PRODUCTS ( M) SDN.BHD.
1608,PRETTY CAKED HEALTH AND BEAUTY
1609,PRIMA ASIA SDN. BHD.
1610,PRIMA BEAUTYTECH SDN BHD
1611,PRIMAVISTA TRADING
1612,PRINCIPIO ORGANICSPA SKIN CARE
1613,PRO BALANCE HEALTHCARE SDN BHD
1614,PRO BEAU SDN.BHD.
1615,PRO NUTRITION (MALAYSIA) SDN. BHD.
1616,PROANCHOR SDN. BHD.
1617,PROCTER & GAMBLE (MALAYSIA ) SDN.BHD.
1618,PRODUCT CATALYST CONSULTING
1619,PROGRESSIVE  MIX INDUSTRIES
1620,PROMEDIKA RESOURCES
1621,PROPHARM (M) SDN. BHD.
1622,PROYA BEAUTY MALAYSIA SDN. BHD.
1623,PTSH SURVIVAL MART
1624,PUIG MALAYSIA SDN. BHD.
1625,PURE ESSENTIALS SDN BHD
1626,PURECARE HEALTH & BEAUTY SDN. BHD.
1627,PURNEY BEAUTY SDN. BHD.
1628,PURPOSE GROUP PLT
1629,PUSAT TERAPI LIJI HUA XUAN
1630,PY WHOLESALER TRADING
1631,PYRAMID RUBY SDN. BHD.
1632,Palm Link Sdn Bhd
1633,Pan Pacific Retail Management (Malaysia) Sdn. Bhd.
1634,Pax Flora Sdn Bhd
1635,Pearl Ray Sdn.bhd.
1636,Perfect Pentagon Sdn Bhd
1637,Perfect Plus Beauty & Slimming Centre
1638,Pesona Zulhijjah Trading
1639,PharmaCare (Asia) Sdn Bhd
1640,Pharmacore Technology and Innovation Sdn. Bhd.
1641,Portes Sdn Bhd
1642,Powerlife (M) Sdn. Bhd.
1643,Premium Pure Aroma Enterprise 
1644,Priceabuse.com Sdn Bhd
1645,Provicare Sdn Bhd
1646,Pusat Solek Sally
1647,Q & Z COSMETICS MANUFACTURING SDN. BHD.
1648,Q FANER SDN. BHD.
1649,QA HEALTH SDN. BHD.
1650,QALBU OCEAN ENTERPRISE
1651,QASEH RAGIINA ENTERPRISE
1652,QEMRICH SDN. BHD.
1653,QI FOREST SDN. BHD. 
1654,QIFSYA MARKETING SDN BHD
1655,QINFY BEAUTY STUDIO
1656,QISTINA ADI ENTERPRISE 
1657,QIVEA EMPIRE
1658,QQ CUT (M) SDN. BHD.
1659,QQ RESOURCES SDN BHD.
1660,QQ TRADING
1661,QSC WISDOM UNIVERSE SDN. BHD.
1662,QTC HAIR & BEAUTY SUPPLIES
1663,QUALITY AMENITIES SUPPLY (M) SDN. BHD.
1664,QUANTUM UPSTREAM SDN. BHD.
1665,QUARZ GLOBAL SDN. BHD.
1666,Qaler Pavilion Sdn. Bhd.
1667,Quest Asia Medical Sdn. Bhd.
1668,R BEAUTE SDN. BHD.
1669,R-ZAC SDN. BHD.
1670,RADIANCE MANUFACTURING SDN. BHD.
1671,RADIUS WORLDWIDE COSMETIC
1672,RAFIKA GLOBAL
1673,RAINMAKER RESOURCES
1674,RAJAPURA HERBAL MALAYA SDN. BHD. 
1675,RAMS HOME DECOR SDN BHD
1676,RANGKAIAN MERCU RESOURCES SDN BHD
1677,RASSALAB GLOBAL SDN. BHD.
1678,RAW NATURE sdn bhd
1679,RB (HEALTH) MALAYSIA SDN BHD
1680,RC SKIN EXPERTS SDN. BHD.
1681,REALAX DENTAL PRODUCTION SDN. BHD. 
1682,REALISTIC AMBITIOUS SDN BHD
1683,REDO MARKETING SDN. BHD.
1684,REDSKY CAPITAL
1685,REINO GLOBAL SDN. BHD.
1686,REJUVENATE AESTHETIC SDN. BHD.
1687,RESPACK MEDICARE SDN. BHD.
1688,RETROBEE GLOBAL SDN . BHD .
1689,RETURN LEGACY SDN BHD
1690,REVBIOHERB ESSENCE EMPIRE
1691,REVIVED BIO HEALTH SDN BHD
1692,REVTO SOLUTIONS SDN. BHD.
1693,RICHGOLDS ENTERPRISE
1694,RICHMOND WELL MARKETING
1695,RIDZSKIN GLOBAL ENTERPRISE
1696,RIGEL PHARMA SDN. BHD.
1697,RINGGIT BOARD HOLDINGS SDN. BHD.
1698,RITUALS COSMETICS MALAYSIA SDN. BHD.
1699,RIZQI LUXURY NETWORK
1700,RJ BEAUTY SHOP
1701,RK HERITAGE GLOBAL SDN. BHD.
1702,RM ENTERPRISE
1703,RMG BUSINESS SDN. BHD.
1704,ROHBAN TRADE SDN. BHD.
1705,ROHINA ARMY RESOURCES
1706,ROHTO-MENTHOLATUM (M) SDN. BHD.
1707,ROLLY POLLY SDN. BHD.
1708,ROOTINE CARE PRODUCTS
1709,ROSARIUM ENTERPRISE 
1710,ROSEBELLE ENTERPRISE
1711,ROSELLE LUXURIOUS
1712,ROSLIND ENTERPRISE
1713,ROSLIND ENTERPRISE (M) SDN. BHD.
1714,ROSLIZA YAZIZ NN HOLDINGS SDN. BHD.
1715,ROSSO VERDE EMPIRE
1716,RS KLUANG HAIR & BEAUTY SUPPLIES
1717,RS SUPERSTORE SDN. BHD.
1718,RSQ BUSINESS KEY SDN.BHD.
1719,RSSA EMPIRE
1720,RUBYCELL SDN. BHD.
1721,RV AVENUE SDN BHD
1722,RYK PROFESSIONAL SDN BHD
1723,Radiant Code Sdn. Bhd.
1724,Rank Distributors Sdn. Bhd.
1725,Ratu Fermosa Enterprise
1726,Reka Nova Sdn. Bhd.
1727,Reyoung Beaute (M) Sdn. Bhd.
1728,Richemont Luxury (malaysia) Sdn Bhd
1729,Rise Sun Holdings Sdn. Bhd.
1730,Rising Inspiration Sdn. Bhd.
1731,Riworld Worldwide Sdn. Bhd.
1732,Roots Basic Sdn. Bhd.
1733,SA WELLNESS SDN BHD
1734,SAFY BEAUTY
1735,SAHAJIDAH HAI-O MARKETING SDN BHD
1736,SALLY BEAUTY LEGACY 
1737,SALON CONCEPT SDN. BHD.
1738,SAMMOOR BEAUTY SDN BHD
1739,SANDALWOOD FOREST (M) SDN BHD
1740,SANSBEAU COSMETICS SDN.BHD.
1741,SANTHI COLLECTIONS & BEAUTY CENTRE
1742,SARAH SKIN CARES
1743,SB HAIR & BODY CARE
1744,SBL HEALTHCARE SDN BHD
1745,SC JOHNSON PROFESSIONAL SDN. BHD.
1746,SC NETWORK SDN BHD
1747,SCALE ASIA SDN. BHD.
1748,SCARLETROSE BEAUTY LINE
1749,SCENTSUAL MARKETING (M) SDN. BHD.
1750,SCHMIDT BIOMEDTECH SDN. BHD.
1751,SCI ECOMMERCE MALAYSIA SDN. BHD.
1752,SCION OFFICIAL STORE
1753,SCPROF SDN. BHD.
1754,SECRET SOURCE SDN BHD
1755,SEFERA HAIRCRAFT SOLUTIONS
1756,SEJAGAT GLOBAL RESOURCES
1757,SELF AND SOUL SDN. BHD.
1758,SEMPURNA SENSASI MARKETING
1759,SENDAYU TINGGI BEAUTY & HEALTH (M) SDN. BHD.
1760,SENSE U ENTERPRISE
1761,SENWILL COSMETIC MANUFACTURING SDN BHD
1762,SEOUL YOUNG MAKEUP PARLOUR SDN. BHD.
1763,SERAIMAS HERBS SDN BHD
1764,SERENE AESTHETICS SDN BHD
1765,SERENE ETHEREAL RESOURCES
1766,SERI PUTIH RESOURCES
1767,SETIA-WOOD INDUSTRIES SDN. BHD.
1768,SF Green Sdn Bhd
1769,SFJ BEAUTY SDN. BHD.
1770,SHANAZ HEALTH & BEAUTY
1771,SHE EMPIRE SDN BHD
1772,SHER BEAUTE RESOURCES
1773,SHI LI BEAUTY CENTRE
1774,SHIELAAZWIR ENTERPRISE
1775,SHIFA HERB INDUSTRIES SDN. BHD.
1776,SHIFEN HOLDING SDN. BHD.
1777,SHIMA BEAUTY SDN. BHD.
1778,SHIMINO HEALTH & BEAUTY SDN BHD
1779,SHINE PREETY BEAUTY RESOURCES
1780,SHISEIDO MALAYSIA SDN. BHD.
1781,SHOWMAJI SDN. BHD.
1782,SHUEI TRADING SDN. BHD. 
1783,SHVETA LABS (M) SDN. BHD.
1784,SHYE ENTERPRISE
1785,SIBRO (MALAYSIA) SDN BHD
1786,SIBU BEAUTY & BEAUTIES SDN. BHD.
1787,SICVAR ENTERPRISE
1788,SIGNATURE SNACK SDN.BHD.
1789,SILTEX HAIR COSMETIC
1790,SILVER WELLNESS TRADING
1791,SIMPLY LYNN RESOURCES 
1792,SIMPLY SS TRADING SDN. BHD.
1793,SIN LEE ENTERPRISE
1794,SINAR ZAMDURRANI
1795,SINCERITY GLOBAL VENTURES (MALAYSIA) SDN BHD
1796,SINTEX MARKETING
1797,SIS BEAUTY EMPIRE TRADING
1798,SIS BEAUTY SDN. BHD.
1799,SISLEY COSMETICS SDN. BHD.
1800,SITI SYUKRINA BINTI AIRAHMAN
1801,SITICS LOGISTIC SOLUTIONS (M) SDN. BHD.
1802,SIX INCENSE AGARWOOD SDN. BHD.
1803,SK NATURE
1804,SKCC BEAUTY INTERNATIONAL SDN BHD
1805,SKG BEAUTY SDN. BHD.
1806,SKIN & SKIN COSMECEUTICALS SDN. BHD.
1807,SKIN CRAFT SDN. BHD.
1808,SKIN ESSENTIALS (M) SDN BHD
1809,SKIN RENEW INTERNATIONAL (MALAYSIA) SDN. BHD.
1810,SKIN RENEW MARKETING SDN. BHD.
1811,SKIN SANNO ENTERPRISE
1812,SKIN TAYLER SOLUTION
1813,SKIN ZONE ENTERPRISE
1814,SKINCODES SDN. BHD.
1815,SKINDEU SOLUTIONS
1816,SKINEATS ENTERPRISE
1817,SKINSUI SOLUTIONS ENTERPRISE
1818,SKINWERKZ (ASIA PACIFIC) SDN. BHD.
1819,SKY RESOURCES SDN. BHD.
1820,SKYFOX GROUP SDN. BHD.
1821,SKYLA COSMETICS & PERSONAL CARE
1822,SL COSMETIC SDN. BHD.
1823,SL HEALTHCARE & BEAUTY
1824,SL METALI ( M ) SDN BHD
1825,SLAE COSMETICS SDN. BHD.
1826,SLEX (MALAYSIA) SDN. BHD.
1827,SMART CHOICE COMPANY
1828,SMART INFINITY COMPANY
1829,SMCR LABORATORIES SDN. BHD.
1830,SMELLS GOOD HOLDINGS SDN. BHD.
1831,SMILE-LINK SDN. BHD.
1832,SMOTUN SDN. BHD.
1833,SNFZ GLOBAL ADVANCE ENTERPRISE
1834,SNH SAKA EMPIRE
1835,SNI NETWORK (MALAYSIA) SDN BHD
1836,SNIPS BEAUTY SALOON
1837,SNKR HOUSE ENTERPRISE
1838,SOAPWORKS PLT
1839,SOBELLA BEAUTY SDN. BHD.
1840,SOCIETE FRANCAISE DE COSMETIQUES SDN. BHD.
1841,SOLID NATION SDN. BHD.
1842,SOLVEIL BEAUTY ENTERPRISE
1843,SOMERSET FIELDS PLT
1844,SOMETHINC MALAYSIA SDN. BHD.
1845,SOON HAIR & BEAUTY MARKETING SDN. BHD.
1846,SOONDA HOSPITALITY SUPPLY (M) SDN BHD
1847,SOORA BEAUTY VENTURES
1848,SOPHR MEDS PLT
1849,SOUL IN LOVE SDN. BHD. 
1850,SOUTHERN LION SDN. BHD
1851,SPA CEMARA
1852,SPARK HAIRCARE SOLUTION SDN. BHD.
1853,SPERO AESTHETICS PLT
1854,SPRINGWIN ENTERPRISE SDN. BHD.
1855,SREE SONIC STORE
1856,SRI NUUR WANGI TRADING
1857,SRIKANDI BEAUTY SDN BHD 
1858,SRRI EASWARI MILLS SDN BHD
1859,SS BRANDS MARKETING SDN BHD
1860,SS Rich Empire 
1861,ST Beaute (M) Sdn Bhd
1862,STAR OCEAN HEALTHCARE SDN. BHD.
1863,STAR PERFORMANCE TRADING
1864,STAR SKINCARE
1865,STAYGREEN MARKETING ENTERPRISE
1866,STELLA LIM ENTERPRISE
1867,STERLING CONNECTION SDN. BHD.
1868,STORE N GO SDN. BHD.
1869,STRATA PRO SDN. BHD.
1870,STYLEKOREAN MY SDN. BHD.
1871,SUB LABORATORY SDN. BHD.
1872,SUCCESSMORE BEING (MALAYSIA) SDN. BHD.
1873,SUFI SECRET PLT
1874,SUGAR GOLD HQ VENTURES
1875,SUGARDOLL HAIR & SKIN CARE
1876,SUISEN ZEN ENTERPRISE
1877,SUKOMI SKINCARE
1878,SUMMER FREAL ENTERPRISE
1879,SUMMER INSIGHT CONCEPT SDN BHD
1880,SUMMIT COMPANY (MALAYSIA) SENDIRIAN BERHAD
1881,SUN SIGNATURE
1882,SUNMORITY INTERTRADE
1883,SUNMORPH ENTERPRISE
1884,SUNNIVA MYTHOS SDN. BHD.
1885,SUNNY BEAUTY ENTERPRISE
1886,SUNRIDER INTERNATIONAL (MALAYSIA) SDN. BHD.
1887,SUNRISE BEAUTY TRADING
1888,SUNSHINE SUMMER (M) SDN. BHD.
1889,SUNUP HEALTHCARE SDN BHD
1890,SUPERENEUR NETWORK TRADING
1891,SUPERMIN GROUP SDN. BHD.
1892,SUPREME TRADING SDN. BHD.
1893,SUQRE SDN. BHD.
1894,SURI RATU (M) SDN. BHD.
1895,SURIA GYM GROUP SDN. BHD.
1896,SUTERA CONSULTANCY & SERVICES SDN. BHD.
1897,SVENSON HAIR CENTER SDN. BHD.
1898,SWEETCARE MY ENTERPRISE
1899,SWI COSMECEUTICALS (M) SDN. BHD. 
1900,SWISELLE INTERNATIONAL SDN. BHD.
1901,SWISS LAB BIOTECH SDN. BHD.
1902,SWISS WELLNESS COSMECEUTICALS
1903,SYEDEWA GROUP SDN. BHD.
1904,SYEN BEAUTY SDN BHD
1905,SYIMA GLOBAL ENTERPRISE
1906,SYL INNER BEAUTY
1907,SYNERRV SDN BHD
1908,SYNTHESIS AESTHETIC SDN. BHD.
1909,Sandala Enterprise
1910,Science Forte Sdn Bhd
1911,ScienceGates Sdn. Bhd.
1912,Seed Peak Enterprise
1913,Seiketsu Enterprise Sdn Bhd
1914,Sen Aesthetic Sdn Bhd
1915,Sense To Sense Sdn. Bhd.
1916,Shakura Pigmentation Beauty Sdn. Bhd.
1917,Shape Beauty Slimming Centre
1918,Shins Corporation Sdn. Bhd.
1919,Shins International Sdn Bhd
1920,Shukufuku Enterprise
1921,Sireh Emas Marketing Sdn. Bhd.
1922,Sirim Berhad
1923,Skin Infinite Sdn. Bhd.
1924,Skin Paradise Sdn Bhd
1925,Skin Wellness Sdn Bhd
1926,Skingensis Amis Venture
1927,Skinlabs Medical Sdn. Bhd.
